rating,verified,year,reviewerName
5,TRUE,2011,W.Clark
3,TRUE,2010,Brian Glunt
5,TRUE,2016,Jose Luis Jimenez Briceo
5,TRUE,2015,andrewm
5,TRUE,2015,BOBdotEXE
5,TRUE,2014,Mullin
2,FALSE,2012,Jeremy R. Gleason
4,TRUE,2012,ziponein
4,FALSE,2011,T. Sweny
3,FALSE,2014,Playgolfandtennis
5,TRUE,2014,brad
2,TRUE,2013,John
5,TRUE,2013,Daniel T. SWan
2,TRUE,2011,Joseph McKenzie
1,TRUE,2010,pzkfw
1,FALSE,2009,J. Drew
5,TRUE,2008,K. Mras
5,TRUE,2013,Mcaughey
1,TRUE,2012,St905
2,FALSE,2011,M Spocky
5,FALSE,2009,Daniel
2,FALSE,2008,Defiant
5,TRUE,2008,The Plague Doctor
2,TRUE,2008,Confucious
5,TRUE,2014,LandmarkCrown96
5,TRUE,2014,David M. Lewis
5,TRUE,2013,F.Medina
5,TRUE,2013,Lordy B&#039;Gordy
5,TRUE,2013,shadax
5,TRUE,2013,Jerry Wilson
3,TRUE,2013,Paul Stewart
5,TRUE,2013,Deric Aidan Murillo
5,TRUE,2013,tEe.tEe
5,TRUE,2013,Ash Huston
5,TRUE,2013,Trey B
4,TRUE,2013,Shopaholic223
4,TRUE,2013,Amazon Customer
3,TRUE,2013,Tynan Tillack
5,TRUE,2012,Josh Robbins
5,TRUE,2012,Kaleb Huff
5,TRUE,2012,Danh442
5,TRUE,2012,Rare Scorpio
5,TRUE,2012,Amir Fetouh
4,TRUE,2012,Felipe
5,TRUE,2012,Aaron
5,TRUE,2012,Jeffrey
5,TRUE,2012,Razmig V Kassardjian
5,TRUE,2012,ramelendez
4,TRUE,2012,NRage224
4,TRUE,2012,KUSOsan
5,TRUE,2011,Bruce M. Wrona
3,TRUE,2011,Alex
5,TRUE,2011,Turk
5,TRUE,2011,Super Cool
1,TRUE,2009,JC
4,FALSE,2009,zak
5,TRUE,2009,Nicholas Wood
2,TRUE,2009,William Tucker
1,FALSE,2017,Mike
4,TRUE,2017,Jonathan M.
5,TRUE,2017,4crzykds
5,TRUE,2016,Amazon Customer
2,TRUE,2016,Quintin
5,TRUE,2016,Rexy J.
5,TRUE,2016,Amazon Customer
5,TRUE,2016,B R.
5,TRUE,2016,James Forrest
4,TRUE,2015,JP
5,TRUE,2015,LyricalIndividual
5,TRUE,2015,Jon
5,TRUE,2015,Katherine
3,TRUE,2015,Gabriel Ramos
5,TRUE,2015,ItzCameroon
5,TRUE,2015,teardrop
5,TRUE,2015,Mondoman08
5,TRUE,2015,moises arevalo
5,TRUE,2015,albert price jr
5,TRUE,2015,LR
5,TRUE,2015,Vennessa H.
5,TRUE,2015,Rebecca O.
5,TRUE,2015,Steven p Nicholson
5,TRUE,2015,Bruce Rodesney
5,TRUE,2015,HiwayEC
5,TRUE,2015,Holly
5,FALSE,2015,Ella Veal
4,TRUE,2015,TaDa!
5,TRUE,2015,James David Collins
5,TRUE,2015,A.M.W.
5,TRUE,2015,badt
5,TRUE,2015,GearyP
5,TRUE,2015,Michael Ross
5,TRUE,2015,csisson
5,TRUE,2015,Susan Walker
4,TRUE,2015,XaviersFinest
1,TRUE,2015,Coasty
5,TRUE,2015,ARK9PNUMA
5,TRUE,2014,james m mccord
5,TRUE,2014,Swiss army knife
5,TRUE,2014,erin
5,TRUE,2014,Pedro
5,TRUE,2014,Philip Molinar
5,TRUE,2014,Eddie L.
5,TRUE,2014,Crafty Slacker
3,TRUE,2014,deisy ramirez
5,TRUE,2014,soprano30
5,TRUE,2014,James
5,TRUE,2014,schooldaze4
5,TRUE,2014,Jose Antonio Estrella Villaseor
4,TRUE,2014,Judith Gallion
1,TRUE,2014,Scott S.
5,TRUE,2014,J. Melgar
5,FALSE,2014,Amazon Customer
5,TRUE,2014,Amazon User
5,TRUE,2014,Juan Rodriguez
5,TRUE,2014,Renee Goff
1,TRUE,2014,khemraj bridglall
5,TRUE,2014,Alejandro G.
4,FALSE,2014,Jay P.
4,TRUE,2014,Jonathan Sechler
5,TRUE,2014,Harvin guevara garcia
5,TRUE,2014,Patrick
5,TRUE,2014,Jbluenull
4,TRUE,2014,Nichole matijak
5,TRUE,2014,George Berthiaume
5,TRUE,2014,Lady of Nokomis
5,TRUE,2014,Yvonne C.
5,TRUE,2014,Corey
5,TRUE,2014,Brett Whitney
5,TRUE,2014,John P Wilkerson
5,TRUE,2014,Tyler Aamodt
1,FALSE,2014,Donald Thompson
5,TRUE,2014,D. Nguyen
5,TRUE,2014,Henry W. Partridge
4,TRUE,2014,Matthew Hawk
5,TRUE,2013,Brenda
4,TRUE,2013,kristinakay
5,TRUE,2013,Austin
4,TRUE,2013,Will Hughes
5,TRUE,2013,Ann Baker
5,TRUE,2013,Michael
5,TRUE,2013,dog 12
5,TRUE,2013,Isaac Knox
3,TRUE,2013,Bradley Johnson
5,TRUE,2013,C. White
3,TRUE,2013,S. Jueden
1,TRUE,2013,Shane
5,TRUE,2013,robert dressler
5,TRUE,2013,anime freak
5,TRUE,2013,brandon
5,TRUE,2013,zack
5,TRUE,2013,Marcus Smith
5,TRUE,2013,Cody
5,TRUE,2013,John Besner
5,TRUE,2013,Debra
5,TRUE,2013,Kimmy-Sue
5,TRUE,2013,jon
1,TRUE,2013,Timothy Wayne Ezell
5,TRUE,2013,Marco
4,FALSE,2013,Micheal Hunt
5,TRUE,2013,Junh2
5,TRUE,2012,RICHARD&#039;s
5,TRUE,2012,Norris G.
5,TRUE,2012,Kseagle
1,TRUE,2012,CompGenius
5,TRUE,2012,THE_RED
4,TRUE,2012,Amidanshi
3,TRUE,2011,siempresuamor
3,TRUE,2011,Amy122
5,TRUE,2011,Christine A. Campbell
5,TRUE,2010,Johnny
5,FALSE,2010,Sam Hartford
5,TRUE,2016,Larrold Lefavour
4,TRUE,2016,Amazon Customer
5,TRUE,2015,Sarah padron
3,TRUE,2015,Dee Snuts
3,TRUE,2015,Daniel Callahan
5,TRUE,2015,Jim Maaske
5,TRUE,2015,Kindle Customer
5,TRUE,2014,emily Heginbotham
5,TRUE,2014,gary gbarnes
3,FALSE,2014,Lucius T. Fontaine
5,TRUE,2014,Robert
5,TRUE,2014,Kenny Lopes
5,TRUE,2013,20 Words or less
5,TRUE,2013,Lori
3,TRUE,2013,andrea morrow
1,TRUE,2013,Lee H. Osborn
5,TRUE,2013,Jacqueline Smallarz
5,TRUE,2013,Richard R. butcher
3,TRUE,2013,Michael A. Davis
5,TRUE,2013,J. Smith
3,TRUE,2012,Christian Glahn
5,TRUE,2012,steve
5,TRUE,2011,Joe
1,TRUE,2010,I. A. Cerillo
5,TRUE,2009,J. Fisher
5,TRUE,2014,China
5,TRUE,2014,Ramses
5,FALSE,2014,Skanye Welch
5,TRUE,2014,WildThanks
5,TRUE,2014,McDanieljordan
5,TRUE,2014,Derin
3,TRUE,2014,Kyo
3,TRUE,2014,Edgar
5,TRUE,2014,deblake60
5,TRUE,2014,Fred
5,TRUE,2013,CJ
5,TRUE,2013,"Roxyana W,"
5,TRUE,2013,ChasRat
5,TRUE,2013,Hardac
2,TRUE,2013,Rich
5,TRUE,2013,JasonBeee
5,TRUE,2013,Samas
5,TRUE,2013,IAmLestatTheImmortal
3,TRUE,2013,A.Bars
5,TRUE,2013,trishy
5,TRUE,2013,dspguy
4,TRUE,2013,AntMont
5,TRUE,2013,Joseph Zorumski
5,TRUE,2013,Spencer Neal
3,TRUE,2012,Mike
5,TRUE,2012,Mark E
5,TRUE,2012,Patrick Campbell
5,TRUE,2012,Xak
5,TRUE,2012,Fernando Palacios
5,TRUE,2012,S. Morales
5,TRUE,2011,sidman
5,TRUE,2011,Silly Gamer
5,TRUE,2011,Sean Chu
5,TRUE,2011,Jandsm
5,TRUE,2011,Scottypiper
5,TRUE,2011,jams
1,TRUE,2017,sunsetbayus
5,TRUE,2016,Amazon Customer
5,TRUE,2016,Marcus S. Morris
4,TRUE,2016,potzo
4,TRUE,2016,Bolt_Crank
1,TRUE,2015,Naail River
1,TRUE,2015,Giant Gonzalez
4,TRUE,2015,Justin
4,TRUE,2015,Jeremy
5,TRUE,2015,Adnerys
5,TRUE,2015,john Padilla
5,TRUE,2015,B.N.
5,TRUE,2014,Nicholas Stucky
5,TRUE,2014,DarkWestern
5,TRUE,2014,Herb Lovejoy
1,TRUE,2014,Kaden G. Karras
5,FALSE,2014,The D00d
5,TRUE,2014,Yourbrokenoven
5,TRUE,2014,Ariel Borjas
3,TRUE,2014,Heather Brown
5,TRUE,2013,Riley
5,TRUE,2013,Ethen Volkman
5,TRUE,2013,Kris
5,TRUE,2013,lanceandjulie
4,FALSE,2005,Blake Meahl  2018
1,FALSE,2005,Alex
3,FALSE,2004,Simon
4,FALSE,2001,stephen Garry
4,FALSE,2005,Michael Anthony
4,FALSE,2004,CJ Foster
4,FALSE,2000,y2kfan
4,FALSE,2004,P. Knese
5,FALSE,2004,The Gifted One
4,FALSE,2003,Zachary
4,FALSE,2001,Lyver5
5,TRUE,2012,N64Lain
4,FALSE,2008,Tugemyster
1,TRUE,2007,George E. Wade Th
1,FALSE,2001,Amazon Customer
3,FALSE,2000,Amazon Customer
5,TRUE,2015,Donte
5,FALSE,2014,wisemom9
5,TRUE,2014,raul
5,TRUE,2014,Cregg L.
5,FALSE,2014,D
3,TRUE,2014,Kevin M.
4,TRUE,2013,Zach Glow
5,TRUE,2013,Jantzen S. Gambill
5,TRUE,2013,Mike
5,TRUE,2013,The_Pickles
4,TRUE,2012,Mark E
5,FALSE,2011,Alexander M. Finney
5,TRUE,2009,Too Skilled
5,TRUE,2008,Amazon Customer
4,FALSE,2007,Jarrett P. Suhr
5,FALSE,2007,Happosai
5,FALSE,2001,Eddie
4,FALSE,2006,Bryan
4,FALSE,2005,John. N
4,FALSE,2000,Ultimate Reviewer
4,TRUE,2010,william jager
5,TRUE,2009,Oscar Galvez
5,TRUE,2008,Strategos
3,FALSE,2001,Brandon
4,TRUE,2013,Jonathan Pfeffer
5,TRUE,2012,Alan86
4,FALSE,2012,J. Jongeling
5,FALSE,2010,Matthew Rickard
5,TRUE,2010,Too Skilled
4,TRUE,2009,Marcus J. Scott
2,FALSE,2007,L. Cotton
5,FALSE,2004,MICHAEL TAYLOR
4,FALSE,2002,john
4,FALSE,2000,Hagar
5,FALSE,2000,Alex Valderana
3,FALSE,2000,Alex
2,FALSE,2000,Amazon Customer
5,TRUE,2016,Junkhog
5,FALSE,2015,Ivan Orozco
5,TRUE,2014,Adam Hatton
5,TRUE,2014,Andrea W
5,TRUE,2014,Geary
5,FALSE,2013,Angela Holliday
5,TRUE,2012,Matthew
5,TRUE,2010,S. Vasquez
4,FALSE,2003,TwistaG
1,TRUE,2002,Eric C. Avinger
5,FALSE,2002,Ryan Bancroft
5,FALSE,2001,Chris Angelique
4,FALSE,2001,Ben Rowland
4,FALSE,2001,Ed
5,FALSE,2001,Yoshitsune
4,FALSE,2001,T. Montgomery
3,FALSE,2001,Amazon Customer
5,FALSE,2001,Taylor Moore
5,FALSE,2000,Ronald Hogan
5,TRUE,2015,Aaron Chromoy
4,TRUE,2015,Alfred R.
5,TRUE,2015,MutAtuM
5,TRUE,2015,Matthew
5,TRUE,2015,Y Chromosome 99
5,TRUE,2015,G. FAMUTIMI
5,TRUE,2014,david laselva
5,TRUE,2014,Zach Larson
5,FALSE,2014,Pow3rh0use
5,TRUE,2013,Chris
3,FALSE,2012,Erica .D
5,FALSE,2010,Pimpdawg
5,TRUE,2010,TaRan
5,FALSE,2010,Matthew Rickard
5,TRUE,2010,Too Skilled
4,TRUE,2009,Marcus J. Scott
5,FALSE,2008,JM
5,FALSE,2004,MICHAEL TAYLOR
5,FALSE,2004,bone thug!
5,FALSE,2002,Dan
5,TRUE,2010,O. Arias
4,FALSE,2006,Anadea
2,FALSE,2005,N. Durham
2,FALSE,2003,Eric
2,FALSE,2003,TwistaG
4,FALSE,2003,Amazon Customer
4,FALSE,2011,Just A Noob
3,FALSE,2008,Eric A. Kisner
5,FALSE,2002,Amazon Customer
2,FALSE,2001,G. Hollis
5,FALSE,2001,MacArthur Davis
5,FALSE,2000,Ronald Hogan
5,FALSE,2005,AndyAuthor
5,FALSE,2016,John Phelps
5,FALSE,2016,Alan C. Logan
5,TRUE,2015,JDUB
5,TRUE,2015,Aaron Chromoy
5,FALSE,2015,Chris leigh
5,TRUE,2015,suzanne palmer
5,TRUE,2015,Mahmood
3,TRUE,2015,TFM
5,TRUE,2014,E
4,FALSE,2014,Talyorz
5,TRUE,2014,travis
5,FALSE,2014,viti
5,TRUE,2014,Christian Tucholske
4,TRUE,2014,Latoya
4,TRUE,2014,Solid Pawn
5,FALSE,2013,JoB
5,TRUE,2013,Pedro G
1,TRUE,2013,Tomb Raider Fanatic
5,FALSE,2012,tigerced73
5,FALSE,2011,Miamonkey89
5,TRUE,2011,Trevor A. Jenkins
3,TRUE,2009,M. Vasiljevic
5,TRUE,2007,Patrick
5,FALSE,2004,B. Erickson
5,FALSE,2004,Frank Ponce
5,FALSE,2004,B. Convery
5,FALSE,2002,Busy Body
5,FALSE,2002,Lisa Houghtaling
4,FALSE,2002,Chris W.
5,FALSE,2002,C-N-G
5,TRUE,2015,Bill Bailey
5,TRUE,2015,J KEN
5,TRUE,2014,Lance
5,TRUE,2013,meng lee
4,FALSE,2013,J. Jongeling
5,TRUE,2013,ItsMe
3,FALSE,2012,Coffee Addicted Writer (Billy)
3,FALSE,2012,christian
4,TRUE,2011,C. Glass
2,FALSE,2006,DeRosset Myers
5,FALSE,2004,Remy
5,FALSE,2001,Amazon Customer
5,FALSE,2008,Blake Meahl  2018
3,FALSE,2005,Michael Anthony
4,FALSE,2000,Ronald Hogan
5,FALSE,2002,musiqstar87
5,FALSE,2002,Chris W.
3,FALSE,2016,N. Soucy
5,FALSE,2016,Alan C. Logan
5,TRUE,2015,Aaron Chromoy
3,TRUE,2015,michael cheslock
5,TRUE,2015,Mahmood
5,TRUE,2015,Janice Allen
5,TRUE,2015,suzanne palmer
5,FALSE,2014,Jankie
5,FALSE,2014,viti
5,FALSE,2014,Green Level Clearance
5,TRUE,2014,Christian Tucholske
5,FALSE,2014,Taryn
5,TRUE,2013,Pedro G
5,TRUE,2012,Steve F
5,FALSE,2011,MrPhinn
5,FALSE,2010,M. King
3,TRUE,2009,J. Acosta
5,FALSE,2007,AJBlessedLife
5,FALSE,2006,A. Deskins
5,FALSE,2003,mr_bunghole
5,FALSE,2002,Busy Body
5,FALSE,2002,Lisa Houghtaling
5,TRUE,2012,fallenate
5,FALSE,2004,bone thug!
2,FALSE,2008,P. Rozsa
5,FALSE,2006,Sam Allen
5,FALSE,2003,Zachary
3,FALSE,2003,TwistaG
4,FALSE,2001,Sean Shannon
1,FALSE,2004,Robert evans
4,FALSE,2000,Amazon Customer
2,FALSE,2014,Kane&#039;s Review
5,TRUE,2012,Steve F
1,FALSE,2006,Bryan
4,FALSE,2000,Sixto Limiac
4,FALSE,2001,Amazon Customer
5,TRUE,2014,Nathalya Santineli
5,FALSE,2013,BeDazzler
5,TRUE,2013,wblumrosen
4,FALSE,2006,Charles B Valentino
5,FALSE,1999,Deborah B
4,FALSE,2003,David Noelle
4,FALSE,2001,B. GOODWIN
4,FALSE,2000,Herve Bronnimann
5,FALSE,2000,atmj
5,TRUE,2015,Aaron Chromoy
5,TRUE,2015,MutAtuM
5,TRUE,2017,Amazon Customer
4,TRUE,2017,mr j 343
5,TRUE,2016,Honest T.
5,TRUE,2016,Alpha13
5,TRUE,2015,Axl Rose
5,TRUE,2015,Montezharris
5,TRUE,2015,BASEM
1,FALSE,2015,Kelly Groce
5,TRUE,2015,Mike
4,TRUE,2015,Jonathan K.
5,FALSE,2015,Reggie
5,TRUE,2015,Luis
5,TRUE,2015,C85PONE
5,TRUE,2015,Mahmood
4,TRUE,2015,Mark Hartman
5,TRUE,2014,Braggaglorp
5,TRUE,2014,Adam Hatton
5,TRUE,2014,Gary C Casmira
3,TRUE,2014,Ian F.
3,FALSE,2014,Internet Dude Guy
3,FALSE,2013,Jason Jay
3,TRUE,2013,Travis Foster
5,TRUE,2012,Thomas A. Nizami
5,TRUE,2012,Caleb
4,TRUE,2010,Sk8er2650
5,TRUE,2014,Dino
5,FALSE,2014,Trevor Gaither
5,FALSE,1999,Mark
4,FALSE,1999,Simon Lund Larsen
4,TRUE,2009,Jacob Townsend
4,FALSE,2009,Video Game History
2,FALSE,2009,Francisco Cortes
3,FALSE,2008,arturo olivo
5,FALSE,2008,Jake
5,TRUE,2013,mariantonietta
5,TRUE,2013,Evan M.
3,FALSE,2005,Hott Nikkels
3,FALSE,2003,TwistaG
5,FALSE,2012,Charles H.
5,FALSE,2011,michael
5,TRUE,2010,Jake
5,FALSE,2008,Gradient Vector Field
5,FALSE,2006,Sam
4,FALSE,2004,Robert evans
5,FALSE,2002,Westley Merlin
5,FALSE,2000,me12345
4,FALSE,2000,baylor
4,TRUE,2008,George E. Wade Th
5,FALSE,2006,DarthLuker
3,FALSE,2006,Media Lover
5,FALSE,2005,Jake Smithers
5,FALSE,2005,Adrian Crowell
5,FALSE,2005,Micheal Hunt
4,FALSE,2004,ajnrules
2,FALSE,2003,J. Jongeling
3,FALSE,2000,Matt Curtis
3,FALSE,2000,Blake Watson
3,FALSE,2000,G. Long
5,FALSE,2002,Irish
2,FALSE,2002,Casey Aytes
5,FALSE,2001,Rex Marksmanson
5,FALSE,2001,Robert
5,FALSE,2001,Joshua Swanson
5,FALSE,2000,M. Caedus
5,FALSE,2000,Amazon Customer
5,FALSE,2000,Hjjf
5,FALSE,2000,D. Pierce
1,FALSE,2001,MattMike
1,FALSE,2000,Amazon Customer
5,TRUE,2017,brittany vincent
1,TRUE,2017,geoffrey
4,TRUE,2017,Luke A.
5,TRUE,2015,Matthew
5,TRUE,2015,robert law
5,TRUE,2014,Lucas Nicklaus
5,TRUE,2014,Tim Case
5,TRUE,2013,Gary Hornyak
1,TRUE,2012,Nicholas
5,FALSE,2012,Mike K.
3,TRUE,2010,Craig Hightshoe
3,FALSE,2009,The Trophy
1,FALSE,2006,Blake Meahl  2018
4,FALSE,2006,Alex
4,FALSE,2001,Teresa A. Moore
4,FALSE,2001,cj the great
4,FALSE,2001,Amazon Customer
5,FALSE,2000,Amazon Customer
5,FALSE,2000,Jon Mcfly
5,FALSE,2000,Shorebird
3,TRUE,2012,"R. Webster, Curtis"
5,FALSE,2012,Stormtrooper
5,FALSE,2012,S. Der
1,FALSE,2010,Amazon Customer
5,FALSE,2000,M. Caedus
5,FALSE,2006,Matthew Smith
5,FALSE,2005,Samantha Rinne Hooker
5,FALSE,2004,cloud_mcaeris
4,FALSE,2000,Matt
4,FALSE,2000,Scott
5,FALSE,2002,Andrew
5,FALSE,2001,Alex Parkansky
5,FALSE,2001,Amazon Customer
5,FALSE,1999,stephanie314
5,FALSE,1999,Simon Lund Larsen
5,FALSE,1999,Deborah B
5,TRUE,2017,Rawlie
5,TRUE,2017,Michael V.
5,TRUE,2017,Jason N.
3,TRUE,2017,Joshua the awesome
5,FALSE,2001,Adam Robinson (a.k.a Adam Lee)
5,FALSE,2001,Amazon Customer
5,FALSE,2007,NeuroSplicer
5,FALSE,2007,Greg Mullane
3,TRUE,2017,Chris
5,TRUE,2017,El Du33
5,TRUE,2017,Amazon Customer
5,FALSE,2017,James L. Milano
5,TRUE,2017,Joan Swenden
5,TRUE,2017,Joan Swenden
5,TRUE,2017,Rob
5,FALSE,2005,DejaLiyah
5,FALSE,2005,Spartan7
5,FALSE,2005,R. McCarty
4,FALSE,2003,Aimee
5,FALSE,2001,Lynn S. Hendricks
5,FALSE,2000,Brian A. Wolters
5,TRUE,2017,mr j 343
5,FALSE,2000,Genesis Whitmore
1,TRUE,2017,Amazon Customer
5,FALSE,2000,Faded Blade
5,FALSE,2000,Brian Duffy
4,FALSE,2000,Brian Duffy
5,TRUE,2016,Jovon H.
5,TRUE,2016,Amazon Customer
5,TRUE,2016,Jeffery P.
5,TRUE,2016,Aaron
3,TRUE,2016,Joshua Williams
5,TRUE,2016,Al
5,TRUE,2016,None
5,FALSE,2000,dr. b.
4,FALSE,2000,Richard P. Blessen
5,FALSE,2000,Genesis Whitmore
5,FALSE,2000,tropic_of_criticism
1,FALSE,2000,Amazon Customer
5,FALSE,2016,Ivan Orozco
5,TRUE,2016,armando narciso
5,TRUE,2016,mikereview
5,TRUE,2016,Kim Wachowiak
5,FALSE,2016,HappyMama89
5,TRUE,2016,dustin
5,TRUE,2016,Amanda Leigh
5,TRUE,2016,Patrick
5,TRUE,2016,Vincent Ramirez
5,TRUE,2016,Amazon Customer
5,FALSE,2016,Jae Dragoon
5,TRUE,2015,Colleen C. Turpin
5,TRUE,2015,rowebster27
5,TRUE,2015,Amazon Customer
5,TRUE,2015,K.S
2,TRUE,2015,C. Allen
5,TRUE,2015,Justin Jayko
5,FALSE,2015,Andrew Terrey
5,TRUE,2015,bryan glisan
5,TRUE,2015,Matt S.
5,TRUE,2016,1iWundrWeasl
5,TRUE,2016,Robert Ross
5,TRUE,2016,luke
4,TRUE,2016,Nobody of importance
4,TRUE,2015,Michael-Seppo
4,FALSE,2015,Sarcasm123
5,TRUE,2015,Amazon Customer
5,TRUE,2015,Danita Mcnealty
5,TRUE,2015,Joseph E. Ford
5,TRUE,2015,Nels Dixon
5,TRUE,2015,MM
5,TRUE,2015,cameron pope
5,FALSE,2015,D. Laughlin
5,TRUE,2015,Eric Kennedy
5,TRUE,2015,Robert Pollard
5,TRUE,2015,Ryan
5,TRUE,2015,jake gulden
5,TRUE,2015,NetWorkPro
4,TRUE,2015,CoryBlink
2,TRUE,2014,Ashley
4,FALSE,2015,Louis A Borgo
5,TRUE,2014,Nathalya Santineli
5,FALSE,2015,Adam Richardson
5,TRUE,2015,Beth R Hunsaker
4,FALSE,2014,Katrina Parthridge
5,TRUE,2014,TeejNinja
5,FALSE,2014,Samuel W.
5,FALSE,2014,Rob
5,FALSE,2014,Trevor Gaither
5,FALSE,2014,soundstudio
5,TRUE,2014,ryan g
5,TRUE,2014,Annie
5,FALSE,2014,Cotey
5,TRUE,2015,Serkan
5,TRUE,2014,Brad
5,TRUE,2014,sarah scow
5,TRUE,2015,Pamela Heath
5,TRUE,2015,Russell Melin
5,TRUE,2015,Brian Porter
5,TRUE,2014,Joshua Ogden
5,TRUE,2014,James
5,TRUE,2014,Steve S.
4,FALSE,2014,Skittler
5,TRUE,2014,Tristan
4,TRUE,2014,JoeMavro
5,FALSE,2000,Amazon Customer
3,FALSE,2014,Green Level Clearance
5,FALSE,2014,viti
4,TRUE,2014,Christian Tucholske
5,TRUE,2014,Mario Vazquez
5,FALSE,2014,Alex
5,TRUE,2013,Jeff A.
4,TRUE,2012,Steve F
1,FALSE,2006,Bryan
4,FALSE,2006,A. Deskins
4,FALSE,2005,David C. Oshel
